TargetName	B022-A-mouseWTA | 001 | CD31	B022-A-mouseWTA | 002 | CD31	B022-A-mouseWTA | 003 | CD31	B022-A-mouseWTA | 005 | CD31	B022-A-mouseWTA | 006 | CD31	B022-A-mouseWTA | 007 | CD31	B022-A-mouseWTA | 008 | CD31	B022-A-mouseWTA | 009 | CD31	B022-A-mouseWTA | 010 | CD31	B022-A-mouseWTA | 011 | CD31	B022-A-mouseWTA | 013 | CD31	B022-A-mouseWTA | 014 | CD31	B022-A-mouseWTA | 015 | CD31	B022-A-mouseWTA | 016 | CD31	B022-A-mouseWTA | 017 | CD31	B022-A-mouseWTA | 018 | CD31	B022-A-mouseWTA | 019 | CD31	B022-A-mouseWTA | 020 | CD31	B022-A-mouseWTA | 021 | CD31	B022-A-mouseWTA | 022 | CD31	B022-A-mouseWTA | 023 | CD31	B022-B-mouseWTA | 001 | CD31	B022-B-mouseWTA | 002 | CD31	B022-B-mouseWTA | 003 | CD31	B022-B-mouseWTA | 004 | CD31	B022-B-mouseWTA | 005 | CD31	B022-B-mouseWTA | 006 | CD31	B022-B-mouseWTA | 007 | CD31	B022-B-mouseWTA | 008 | CD31	B022-B-mouseWTA | 009 | CD31	B022-B-mouseWTA | 010 | CD31	B022-B-mouseWTA | 011 | CD31	B022-B-mouseWTA | 012 | CD31	B022-B-mouseWTA | 013 | CD31	B022-B-mouseWTA | 014 | CD31	B022-B-mouseWTA | 015 | CD31	B022-B-mouseWTA | 016 | CD31	B022-B-mouseWTA | 017 | CD31	B022-B-mouseWTA | 018 | CD31	B022-B-mouseWTA | 019 | CD31	B022-B-mouseWTA | 020 | CD31	B022-B-mouseWTA | 021 | CD31
Kdm6b	8.611675664	13.48531629	4.968274421	8.825630339	6.151196903	11.07215442	15.53986586	13.84019303	17.13547709	18.45359071	9.226795354	13.69137375	11.07215442	15.37799226	11.07215442	8.20159587	6.151196903	7.381436283	15.81736346	23.98966792	9.544960711	15.50101619	4.613397677	8.517041865	8.20159587	5.272454488	9.936548843	13.84019303	13.97999296	9.226795354	9.870525263	10.76459458	10.68365778	6.458756748	4.613397677	5.032797466	11.61892748	7.26959634	8.650120644	19.04886783	10.3520143	10.99362851
Dcaf11	18.45359071	9.226795354	10.64630233	11.23262043	13.53263319	8.611675664	11.65489939	13.84019303	13.18113622	13.84019303	12.30239381	8.929156794	3.690718142	6.151196903	14.76287257	22.55438864	6.151196903	7.381436283	10.54490898	11.07215442	8.272299283	13.28658531	6.920096516	9.936548843	12.30239381	14.49924984	12.7755628	7.688996128	6.151196903	7.688996128	9.44137199	13.07129342	6.798691314	20.29894978	12.68684361	20.13118986	11.61892748	9.506395213	12.1101689	9.524433914	12.15236461	12.56414687
Trf	13.53263319	8.517041865	14.90482326	9.62796037	11.07215442	12.30239381	7.76993293	11.53349419	10.54490898	3.844498064	12.30239381	5.952771196	7.381436283	9.226795354	18.45359071	10.25199484	9.226795354	11.07215442	2.636227244	12.9175135	8.272299283	6.643292655	11.53349419	8.517041865	16.40319174	6.59056811	8.517041865	14.35279277	10.06559493	13.07129342	14.16205799	16.91579148	4.856208081	20.29894978	25.37368722	16.77599155	26.65518658	29.07838536	63.43421806	7.143325435	17.10332797	19.63147948
Gpbp1	13.53263319	14.90482326	4.968274421	12.03495046	11.07215442	14.76287257	15.53986586	9.226795354	11.8630226	7.688996128	12.30239381	8.333879675	9.226795354	21.52918916	5.536077212	12.30239381	7.688996128	18.45359071	13.18113622	5.536077212	13.99927571	8.85772354	11.53349419	14.19506978	10.25199484	7.908681732	12.7755628	14.35279277	9.506395213	13.84019303	9.870525263	9.226795354	9.712416162	14.76287257	11.53349419	1.677599155	10.93546116	10.06559493	8.650120644	10.71498815	14.85289008	12.95677645
Uri1	20.91406947	26.26087908	12.06580931	27.27922105	15.99311195	17.22335133	16.51110748	16.14689187	27.68038606	22.29808877	12.30239381	20.83469919	11.07215442	21.52918916	16.60823164	10.25199484	7.688996128	33.21646327	10.54490898	11.07215442	16.54459857	16.23915982	11.53349419	7.097534888	16.40319174	19.77170433	8.517041865	18.96619045	14.53919268	17.6846911	23.60342998	14.99354245	13.59738263	17.53091117	12.68684361	13.42079324	12.64412697	11.18399437	14.99354245	10.71498815	11.70227703	15.31255399
Tpp1	8.611675664	6.387781399	6.387781399	14.44194055	9.841915044	11.07215442	4.856208081	4.613397677	9.226795354	5.38229729	6.151196903	9.524433914	6.458756748	9.226795354	5.536077212	6.151196903	6.151196903	18.45359071	2.636227244	9.226795354	6.999637855	13.28658531	6.920096516	8.517041865	8.20159587	7.908681732	17.03408373	7.176396387	13.97999296	10.76459458	8.153912173	12.30239381	14.56862424	11.99483396	4.613397677	20.13118986	12.30239381	8.947195495	9.803470064	15.47720511	11.70227703	10.60099892
Psat1	19.68383009	15.61457675	22.00235815	14.44194055	14.76287257	15.99311195	5.827449697	16.14689187	21.08981795	13.07129342	13.84019303	12.50081951	15.6855521	9.226795354	27.68038606	12.30239381	15.37799226	11.07215442	15.81736346	14.76287257	14.63560642	16.23915982	10.38014477	12.7755628	14.35279277	22.40793157	19.87309769	9.226795354	8.387995776	13.84019303	8.583065446	31.52488413	18.45359071	22.14430885	29.9870849	23.48638817	32.80638348	25.16398733	35.17715729	12.50081951	32.85639321	25.12829373
Apol10a	13.53263319	9.226795354	9.226795354	12.03495046	8.611675664	12.30239381	7.76993293	16.14689187	6.59056811	11.53349419	1.537799226	13.09609663	10.14947489	24.60478761	9.226795354	6.151196903	6.151196903	7.381436283	7.908681732	16.60823164	10.18129143	14.02472894	17.30024129	11.35605582	10.25199484	13.18113622	11.35605582	6.663796645	8.947195495	6.920096516	7.295605629	13.84019303	12.62614101	9.226795354	5.766747096	10.06559493	11.61892748	7.828796058	12.1101689	8.333879675	15.30297766	10.99362851
Dock9	18.45359071	16.32433024	24.84137211	20.05825077	25.83502699	18.45359071	18.45359071	16.14689187	15.81736346	17.6846911	16.91579148	22.02525343	22.14430885	18.45359071	12.9175135	20.50398968	19.99138993	14.76287257	13.18113622	12.9175135	21.63524428	23.62059611	24.2203378	11.35605582	16.40319174	18.45359071	26.97063257	23.06698839	25.72318705	16.14689187	21.88681689	13.84019303	28.16600687	21.22162931	21.91363897	13.42079324	22.55438864	15.65759212	25.37368722	28.57330174	19.80385344	18.06096112
Rgs18	12.30239381	14.90482326	17.74383722	16.84893065	12.30239381	17.22335133	10.68365778	23.06698839	15.81736346	16.14689187	18.45359071	10.71498815	8.304115819	15.37799226	11.07215442	24.60478761	10.76459458	22.14430885	5.272454488	16.60823164	20.36258285	14.02472894	20.76028955	14.19506978	14.35279277	6.59056811	9.936548843	10.25199484	12.30239381	13.07129342	9.870525263	11.53349419	12.62614101	16.60823164	12.68684361	21.80878902	14.35279277	12.86159352	16.14689187	7.143325435	13.50262735	14.9199244
Kars	12.30239381	17.74383722	22.71211164	12.83728049	13.53263319	12.30239381	10.68365778	18.45359071	10.54490898	5.38229729	10.76459458	12.50081951	8.304115819	9.226795354	12.9175135	14.35279277	19.99138993	3.690718142	15.81736346	3.690718142	13.362945	11.07215442	14.99354245	9.936548843	8.20159587	10.54490898	11.35605582	12.81499355	14.53919268	17.6846911	13.30375144	11.53349419	12.62614101	9.226795354	6.920096516	21.80878902	16.7449249	21.80878902	14.41686774	8.929156794	18.00350313	8.24522138
Tnfsf4	12.30239381	14.19506978	7.807288377	15.24427059	4.920957522	11.07215442	11.65489939	13.84019303	7.908681732	2.306698839	4.613397677	5.357494077	8.304115819	6.151196903	9.226795354	6.151196903	6.151196903	14.76287257	10.54490898	3.690718142	17.18092928	11.81029805	11.53349419	12.7755628	12.30239381	14.49924984	5.67802791	8.20159587	6.151196903	10.76459458	6.437299084	12.30239381	11.65489939	10.14947489	14.99354245	11.74319409	6.492930064	7.828796058	12.68684361	7.143325435	14.4028025	15.31255399
Ccdc91	9.841915044	10.64630233	9.226795354	7.220970277	13.53263319	8.611675664	1.942483232	2.306698839	2.636227244	9.226795354	12.30239381	8.929156794	2.768038606	9.226795354	9.226795354	6.151196903	13.84019303	11.07215442	18.45359071	7.381436283	13.99927571	9.595867168	9.226795354	9.936548843	6.151196903	7.908681732	7.097534888	11.78979406	7.828796058	4.613397677	7.295605629	8.842345548	11.65489939	7.381436283	10.38014477	18.45359071	8.885062193	11.18399437	20.18361484	7.143325435	13.50262735	13.74203563
Hnrnpll	15.99311195	8.517041865	12.06580931	13.63961052	8.611675664	9.841915044	10.68365778	16.14689187	14.49924984	8.457895741	10.76459458	8.929156794	9.226795354	15.37799226	1.845359071	8.20159587	12.30239381	7.381436283	15.81736346	9.226795354	13.99927571	13.28658531	6.920096516	5.67802791	8.20159587	11.8630226	7.097534888	13.32759329	10.06559493	11.53349419	10.72883181	11.53349419	8.741174546	13.84019303	16.14689187	13.42079324	9.568528515	13.42079324	9.226795354	13.09609663	13.95271493	10.99362851
Ap1s1	18.45359071	12.7755628	12.06580931	11.23262043	9.841915044	15.99311195	12.62614101	23.06698839	3.954340866	10.76459458	15.37799226	9.524433914	17.53091117	12.30239381	11.07215442	8.20159587	13.84019303	7.381436283	18.45359071	20.29894978	10.81762214	4.42886177	17.30024129	8.517041865	14.35279277	19.77170433	9.936548843	15.37799226	10.62479465	11.53349419	14.59121126	22.29808877	11.65489939	17.53091117	16.14689187	10.06559493	14.69452593	17.33519127	11.53349419	9.524433914	25.65499196	20.80936825
Slc30a1	19.68383009	18.45359071	17.03408373	22.46524086	15.99311195	18.45359071	11.65489939	6.920096516	11.8630226	14.60909264	12.30239381	13.09609663	16.60823164	12.30239381	16.60823164	12.30239381	13.84019303	14.76287257	15.81736346	20.29894978	14.63560642	20.66802159	20.76028955	14.19506978	12.30239381	18.45359071	26.97063257	19.47879019	12.86159352	18.45359071	23.1742767	14.60909264	12.62614101	21.22162931	20.76028955	25.16398733	28.02211922	21.80878902	22.49031368	19.64414495	22.95446649	24.73566414
Rhbdf2	11.07215442	10.64630233	9.936548843	18.45359071	11.07215442	11.07215442	12.62614101	13.84019303	9.226795354	12.30239381	19.99138993	13.69137375	10.14947489	18.45359071	7.381436283	18.45359071	16.91579148	7.381436283	18.45359071	12.9175135	16.54459857	15.50101619	11.53349419	5.67802791	12.30239381	17.13547709	18.45359071	11.78979406	7.828796058	10.76459458	10.29967853	14.60909264	10.68365778	18.45359071	17.30024129	18.45359071	10.593728	8.387995776	13.84019303	14.88192799	9.901926721	14.52729481
Rps7	158.7008801	95.81672099	167.5018234	105.9075641	120.5634593	97.18891106	150.5424505	78.42776051	166.0823164	82.27225857	124.5617373	216.0855944	235.2832815	92.26795354	83.04115819	77.91516077	121.4861388	121.7936987	126.5389077	142.0926485	108.1762214	145.4142948	160.3155693	114.9800652	178.3847102	130.4932486	99.36548843	147.6287257	133.6487327	89.19235509	193.1189725	49.20957522	69.92939637	65.51024701	59.9741698	82.20235861	100.1278163	104.0111476	67.47094103	94.64906202	38.70753173	54.57551295
Rnf144a	17.22335133	14.90482326	12.06580931	11.23262043	15.99311195	7.381436283	21.36731556	11.53349419	6.59056811	12.30239381	15.37799226	10.71498815	11.07215442	12.30239381	18.45359071	12.30239381	15.37799226	3.690718142	7.908681732	25.83502699	14.63560642	20.66802159	6.920096516	2.839013955	14.35279277	14.49924984	14.19506978	10.25199484	10.62479465	4.613397677	12.01629162	11.14904439	10.68365778	18.45359071	12.68684361	5.032797466	11.27719432	7.828796058	19.03026542	8.333879675	13.05253977	8.24522138
Mtmr6	6.151196903	12.7755628	11.35605582	8.023300308	9.841915044	9.841915044	9.712416162	16.14689187	11.8630226	7.688996128	19.99138993	10.71498815	10.14947489	6.151196903	5.536077212	6.151196903	15.37799226	18.45359071	15.81736346	9.226795354	10.81762214	9.595867168	6.920096516	2.839013955	12.30239381	11.8630226	8.517041865	11.78979406	10.06559493	6.151196903	12.01629162	9.611245161	7.76993293	6.458756748	24.2203378	16.77599155	10.93546116	12.30239381	12.1101689	12.50081951	12.15236461	12.95677645
Sap30l	13.53263319	13.48531629	14.19506978	18.45359071	15.99311195	13.53263319	6.798691314	18.45359071	30.31661331	18.45359071	9.226795354	13.69137375	11.07215442	12.30239381	14.76287257	12.30239381	7.688996128	22.14430885	15.81736346	12.9175135	13.99927571	21.40616522	10.38014477	15.61457675	20.50398968	9.226795354	11.35605582	13.32759329	16.21679183	15.37799226	16.73697762	19.60694013	18.45359071	11.07215442	16.14689187	15.0983924	17.42839122	15.65759212	17.30024129	14.88192799	18.45359071	19.23884989
Ewsr1	12.30239381	14.19506978	5.67802791	8.825630339	11.07215442	8.611675664	15.53986586	9.226795354	10.54490898	14.60909264	7.688996128	13.09609663	25.83502699	3.075598451	7.381436283	12.30239381	7.688996128	18.45359071	10.54490898	9.226795354	11.45395285	14.76287257	8.073445935	9.936548843	4.100797935	7.908681732	11.35605582	22.55438864	12.86159352	17.6846911	17.16613089	11.53349419	18.45359071	15.6855521	10.38014477	15.0983924	18.79532387	19.57199015	16.14689187	17.26303647	22.95446649	14.13466522
Ddx21	11.07215442	8.517041865	9.936548843	9.62796037	13.53263319	6.151196903	18.45359071	6.920096516	7.908681732	5.38229729	13.84019303	13.09609663	7.381436283	24.60478761	5.536077212	18.45359071	6.151196903	3.690718142	2.636227244	3.690718142	10.18129143	10.3340108	14.99354245	11.35605582	4.100797935	11.8630226	8.517041865	9.226795354	6.710396621	6.920096516	11.58713835	8.842345548	4.856208081	6.458756748	10.38014477	8.387995776	10.25199484	11.74319409	11.53349419	10.11971103	9.451839143	10.20836933
Serpina3f	14.76287257	7.807288377	24.13161862	18.45359071	20.91406947	19.68383009	8.741174546	6.920096516	10.54490898	14.60909264	19.99138993	10.71498815	10.14947489	21.52918916	12.9175135	30.75598451	16.91579148	3.690718142	10.54490898	12.9175135	22.90790571	13.28658531	18.45359071	17.03408373	14.35279277	11.8630226	11.35605582	5.638597161	8.947195495	11.53349419	6.008145812	10.38014477	9.712416162	20.29894978	17.30024129	20.13118986	12.64412697	10.06559493	19.60694013	6.548048316	13.05253977	17.27570194
Fam13b	8.611675664	14.90482326	12.06580931	20.05825077	14.76287257	7.381436283	20.39607394	13.84019303	14.49924984	16.14689187	16.91579148	16.66775935	12.9175135	12.30239381	5.536077212	8.20159587	6.151196903	7.381436283	21.08981795	23.98966792	13.99927571	12.54844168	6.920096516	17.03408373	18.45359071	7.908681732	12.7755628	7.688996128	12.30239381	19.22249032	8.153912173	15.37799226	12.62614101	11.07215442	23.06698839	15.0983924	13.66932645	17.89439099	17.876916	14.28665087	10.80210188	16.88307235
Thy1	17.22335133	26.26087908	18.45359071	12.03495046	23.37454823	24.60478761	35.9359398	36.90718142	73.81436283	72.27656361	9.226795354	35.71662718	58.12881073	15.37799226	11.07215442	20.50398968	15.37799226	18.45359071	18.45359071	31.3711042	31.8165357	19.19173434	10.38014477	18.45359071	22.55438864	31.63472693	14.19506978	28.70558555	29.63758508	14.60909264	28.75326924	57.66747096	26.22352364	24.91234746	26.52703664	30.1967848	22.21265548	38.58478057	25.95036193	10.71498815	32.85639321	72.24384447
Vps52	8.611675664	9.936548843	7.807288377	7.220970277	7.381436283	7.381436283	6.798691314	16.14689187	5.272454488	5.38229729	1.537799226	11.90554239	5.536077212	3.075598451	7.381436283	12.30239381	7.688996128	11.07215442	5.272454488	5.536077212	8.908629997	7.381436283	11.53349419	2.839013955	14.35279277	7.908681732	8.517041865	8.20159587	8.387995776	9.226795354	8.153912173	13.45574322	6.798691314	14.76287257	9.226795354	1.677599155	14.35279277	11.74319409	10.95681948	9.524433914	17.10332797	9.030480559
Tagln3	6.151196903	7.807288377	4.258520933	8.023300308	8.611675664	9.841915044	5.827449697	4.613397677	9.226795354	5.38229729	7.688996128	4.762216957	4.613397677	3.075598451	7.381436283	6.151196903	10.76459458	3.690718142	13.18113622	7.381436283	6.363307141	8.85772354	5.766747096	8.517041865	6.151196903	9.226795354	12.7755628	4.100797935	5.591997184	7.688996128	3.433226178	16.53134168	8.741174546	12.9175135	13.84019303	8.387995776	11.61892748	15.0983924	13.26351832	10.71498815	8.551663987	24.73566414
Plekha1	13.53263319	13.48531629	18.45359071	20.8605808	19.68383009	11.07215442	17.48234909	6.920096516	19.77170433	9.226795354	12.30239381	19.64414495	23.06698839	9.226795354	20.29894978	14.35279277	18.45359071	29.52574513	21.08981795	20.29894978	16.54459857	15.50101619	9.226795354	15.61457675	16.40319174	17.13547709	15.61457675	18.45359071	13.42079324	13.07129342	16.73697762	13.84019303	13.59738263	11.99483396	14.99354245	15.0983924	19.47879019	16.21679183	12.68684361	13.69137375	16.20315282	14.9199244
Ptpmt1	13.53263319	10.64630233	10.64630233	13.63961052	14.76287257	14.76287257	12.62614101	6.920096516	10.54490898	18.45359071	15.37799226	8.333879675	11.99483396	6.151196903	7.381436283	14.35279277	18.45359071	11.07215442	5.272454488	14.76287257	8.908629997	14.76287257	24.2203378	7.097534888	10.25199484	11.8630226	15.61457675	11.27719432	11.74319409	13.84019303	16.73697762	14.22464284	9.712416162	6.458756748	14.99354245	21.80878902	11.61892748	11.74319409	10.95681948	10.71498815	10.80210188	14.52729481
Cox6a1	43.05837832	33.35841397	47.55348375	43.32582166	40.59789956	36.90718142	36.90718142	23.06698839	38.22529504	35.36938219	44.59617754	42.26467549	56.28345166	21.52918916	31.3711042	26.65518658	49.20957522	33.21646327	26.36227244	18.45359071	46.45214213	36.90718142	53.05407329	42.58520933	49.20957522	42.1796359	36.90718142	44.0835778	35.22958226	38.44498064	60.93976466	81.50335896	49.53332243	52.59273352	42.67392851	46.97277635	58.09463741	88.91275523	53.630748	38.09773566	56.26094728	93.44584231
Cwf19l1	8.611675664	11.35605582	11.35605582	12.03495046	19.68383009	8.611675664	11.65489939	18.45359071	13.18113622	13.07129342	18.45359071	10.71498815	15.6855521	9.226795354	23.98966792	22.55438864	12.30239381	11.07215442	15.81736346	12.9175135	12.09028357	20.66802159	13.84019303	11.35605582	20.50398968	18.45359071	11.35605582	10.76459458	8.387995776	10.76459458	10.72883181	8.842345548	9.712416162	9.226795354	17.30024129	6.710396621	6.834663225	10.06559493	10.38014477	10.71498815	7.201401252	7.852591791
Mlx	7.381436283	18.45359071	15.61457675	9.62796037	9.841915044	6.151196903	6.798691314	2.306698839	11.8630226	10.76459458	13.84019303	11.31026527	11.99483396	27.68038606	33.21646327	12.30239381	13.84019303	18.45359071	5.272454488	11.07215442	15.27193714	10.3340108	6.920096516	8.517041865	8.20159587	11.8630226	18.45359071	7.688996128	12.30239381	9.995694967	9.012218718	6.920096516	2.913724849	4.613397677	9.226795354	6.710396621	9.910261677	7.26959634	10.95681948	9.524433914	10.80210188	10.60099892
Prr23a2	6.151196903	9.936548843	16.32433024	15.24427059	7.381436283	6.151196903	13.59738263	9.226795354	11.8630226	11.53349419	9.226795354	10.11971103	11.07215442	15.37799226	12.9175135	4.100797935	12.30239381	22.14430885	15.81736346	9.226795354	13.362945	11.81029805	13.84019303	14.19506978	10.25199484	5.272454488	15.61457675	10.25199484	7.26959634	7.688996128	11.15798508	12.30239381	10.68365778	11.99483396	10.38014477	13.42079324	12.30239381	7.26959634	11.53349419	8.929156794	15.75306524	12.95677645
Vmn1r216	13.53263319	9.226795354	11.35605582	10.4302904	13.53263319	9.841915044	12.62614101	4.613397677	14.49924984	6.920096516	9.226795354	10.11971103	4.613397677	18.45359071	9.226795354	8.20159587	6.151196903	7.381436283	2.636227244	7.381436283	13.99927571	7.381436283	12.68684361	12.7755628	12.30239381	14.49924984	11.35605582	8.20159587	7.26959634	16.91579148	8.153912173	12.68684361	7.76993293	16.60823164	8.073445935	8.387995776	12.98586013	8.947195495	11.53349419	9.524433914	10.80210188	10.99362851
Slc52a3	6.151196903	9.936548843	6.387781399	2.406990092	7.381436283	11.07215442	3.884966465	6.920096516	2.636227244	6.151196903	7.688996128	9.524433914	3.690718142	9.226795354	9.226795354	10.25199484	7.688996128	3.690718142	13.18113622	9.226795354	6.999637855	9.595867168	8.073445935	9.936548843	2.050398968	7.908681732	4.258520933	4.613397677	5.591997184	9.226795354	6.437299084	10.76459458	11.65489939	19.37627024	11.53349419	10.06559493	13.32759329	5.591997184	11.53349419	13.09609663	14.85289008	9.030480559
Lims2	6.151196903	7.097534888	10.64630233	12.83728049	15.99311195	4.920957522	5.827449697	13.84019303	6.59056811	8.457895741	9.226795354	7.738602555	6.458756748	12.30239381	16.60823164	6.151196903	9.226795354	7.381436283	5.272454488	9.226795354	5.726976427	11.07215442	13.84019303	18.45359071	12.30239381	5.272454488	8.517041865	7.176396387	8.947195495	16.14689187	11.15798508	7.304546322	17.48234909	14.76287257	4.613397677	11.74319409	12.98586013	5.591997184	12.1101689	20.83469919	11.25218946	10.60099892
Tmem159	15.99311195	20.58285117	12.06580931	22.46524086	11.07215442	7.381436283	12.62614101	18.45359071	13.18113622	13.07129342	10.76459458	11.31026527	17.53091117	15.37799226	11.07215442	14.35279277	13.84019303	22.14430885	13.18113622	12.9175135	13.362945	13.28658531	16.14689187	11.35605582	12.30239381	14.49924984	15.61457675	10.76459458	17.89439099	16.14689187	15.02036453	16.53134168	12.62614101	15.6855521	12.68684361	15.0983924	14.69452593	16.77599155	18.45359071	12.50081951	13.50262735	20.80936825
Mcts1	14.76287257	13.48531629	12.7755628	12.83728049	11.07215442	15.99311195	13.59738263	11.53349419	22.40793157	13.07129342	6.151196903	16.66775935	11.07215442	12.30239381	11.07215442	6.151196903	13.84019303	7.381436283	7.908681732	9.226795354	19.08992142	11.81029805	9.226795354	19.87309769	6.151196903	6.59056811	22.71211164	12.81499355	13.42079324	12.30239381	18.88274398	12.68684361	12.62614101	15.6855521	13.84019303	8.387995776	10.593728	8.947195495	9.803470064	11.90554239	12.15236461	13.74203563
Dnajc3	19.68383009	22.00235815	17.74383722	14.44194055	17.22335133	29.52574513	15.53986586	27.68038606	13.18113622	16.91579148	15.37799226	19.64414495	20.29894978	24.60478761	9.226795354	10.25199484	21.52918916	29.52574513	15.81736346	18.45359071	15.90826785	16.23915982	17.30024129	11.35605582	16.40319174	22.40793157	19.87309769	21.52918916	16.21679183	7.688996128	14.59121126	14.60909264	13.59738263	21.22162931	12.68684361	18.45359071	20.84572284	22.92718846	20.76028955	26.78747038	12.60245219	10.99362851
Lman2	23.37454823	27.68038606	26.97063257	28.08155108	19.68383009	28.29550575	21.36731556	20.76028955	28.99849968	33.83158297	13.84019303	31.54968734	17.53091117	33.83158297	18.45359071	12.30239381	23.06698839	18.45359071	7.908681732	27.68038606	12.72661428	16.97730345	25.37368722	45.42422328	22.55438864	30.31661331	24.13161862	21.52918916	24.60478761	33.83158297	24.03258325	6.535646709	16.51110748	10.14947489	10.38014477	6.710396621	13.32759329	14.53919268	17.876916	13.09609663	11.70227703	11.77888769
Ubxn6	9.841915044	9.226795354	9.226795354	9.62796037	13.53263319	9.841915044	4.856208081	23.06698839	9.226795354	9.226795354	6.151196903	6.548048316	10.14947489	3.075598451	11.07215442	6.151196903	9.226795354	14.76287257	5.272454488	9.226795354	12.72661428	13.28658531	9.226795354	9.936548843	10.25199484	13.18113622	17.03408373	11.27719432	5.032797466	12.30239381	8.583065446	9.611245161	12.62614101	12.9175135	11.53349419	6.710396621	9.910261677	10.06559493	14.99354245	13.09609663	13.95271493	13.34940604
Mprip	14.76287257	12.06580931	16.32433024	9.62796037	9.841915044	9.841915044	21.36731556	6.920096516	9.226795354	8.457895741	9.226795354	14.88192799	13.84019303	12.30239381	12.9175135	12.30239381	19.99138993	7.381436283	15.81736346	11.07215442	19.08992142	25.09688336	11.53349419	11.35605582	12.30239381	18.45359071	11.35605582	19.99138993	20.13118986	11.53349419	17.59528416	11.917944	8.741174546	7.381436283	14.99354245	8.387995776	16.06145858	17.89439099	9.803470064	11.31026527	10.80210188	11.3862581
Gdi2	35.67694204	33.35841397	39.74619537	33.69786129	31.98622389	22.14430885	40.79214788	20.76028955	36.90718142	29.21818529	33.83158297	38.09773566	46.13397677	24.60478761	33.21646327	14.35279277	19.99138993	36.90718142	31.63472693	46.13397677	36.2708507	33.21646327	41.52057909	24.13161862	32.80638348	25.04415882	25.5511256	48.18437574	39.70318001	26.91148645	38.62379451	28.06483587	30.1084901	27.68038606	32.29378374	23.48638817	36.22371509	45.85437691	33.44713316	25.00163902	31.0560429	27.09144168
D430041D05Rik	1.230239381	5.67802791	7.097534888	4.011650154	2.460478761	6.151196903	0.971241616	13.84019303	6.59056811	7.688996128	6.151196903	2.381108478	9.226795354	12.30239381	3.690718142	2.050398968	7.688996128	3.690718142	5.272454488	11.07215442	6.999637855	5.167005398	2.306698839	5.67802791	10.25199484	3.954340866	1.419506978	2.562998709	2.795998592	4.613397677	4.291532723	15.37799226	7.76993293	6.458756748	14.99354245	8.387995776	7.518129548	7.26959634	7.496771225	4.762216957	14.85289008	15.31255399
Mcl1	24.60478761	29.80964653	39.74619537	34.50019132	33.21646327	38.1374208	33.02221495	32.29378374	21.08981795	16.91579148	29.21818529	27.3827475	30.44842467	12.30239381	18.45359071	22.55438864	33.83158297	25.83502699	18.45359071	25.83502699	27.99855142	31.00203239	25.37368722	25.5511256	43.05837832	31.63472693	24.13161862	34.34418271	24.04558789	26.91148645	42.91532723	17.6846911	26.22352364	23.98966792	25.37368722	21.80878902	42.71664516	36.90718142	34.02380787	17.26303647	22.95446649	21.98725701
Gm3248	25.83502699	11.35605582	12.06580931	17.65126068	9.841915044	14.76287257	19.42483232	16.14689187	30.31661331	17.6846911	10.76459458	28.57330174	23.06698839	12.30239381	1.845359071	14.35279277	15.37799226	7.381436283	18.45359071	16.60823164	13.99927571	22.14430885	8.073445935	14.19506978	8.20159587	10.54490898	8.517041865	24.09218787	27.4007862	27.68038606	24.89088979	33.44713316	32.05097334	20.29894978	24.2203378	15.0983924	30.75598451	28.51918564	21.91363897	36.90718142	22.50437891	27.48407127
Grin1	8.611675664	4.258520933	10.64630233	4.011650154	8.611675664	3.690718142	3.884966465	2.306698839	3.954340866	6.151196903	12.30239381	4.166939837	4.613397677	6.151196903	5.536077212	4.100797935	7.688996128	18.45359071	5.272454488	11.07215442	3.817984284	6.643292655	3.460048258	4.258520933	2.050398968	10.54490898	5.67802791	3.588198193	5.591997184	1.537799226	4.720685995	28.06483587	6.798691314	25.83502699	16.14689187	16.77599155	11.61892748	12.86159352	13.84019303	8.929156794	31.50613048	34.55140388
Stx4a	9.841915044	9.226795354	8.517041865	20.05825077	7.381436283	8.611675664	9.712416162	13.84019303	5.272454488	7.688996128	10.76459458	12.50081951	10.14947489	12.30239381	7.381436283	14.35279277	15.37799226	7.381436283	10.54490898	12.9175135	13.99927571	14.76287257	17.30024129	17.03408373	12.30239381	7.908681732	8.517041865	14.86539251	10.62479465	12.30239381	12.4454449	14.22464284	15.53986586	16.60823164	18.45359071	13.42079324	10.93546116	12.86159352	17.30024129	14.28665087	13.95271493	16.49044276
Acyp2	11.07215442	17.74383722	13.48531629	12.03495046	6.151196903	13.53263319	1.942483232	9.226795354	7.908681732	5.38229729	6.151196903	9.524433914	7.381436283	6.151196903	1.845359071	2.050398968	12.30239381	11.07215442	10.54490898	14.76287257	11.45395285	17.71544708	8.073445935	9.936548843	8.20159587	14.49924984	5.67802791	10.25199484	15.65759212	11.53349419	9.870525263	10.38014477	11.65489939	13.84019303	20.76028955	23.48638817	10.93546116	15.0983924	8.650120644	7.143325435	8.101576408	12.56414687
