TargetName	B022-A-mouseWTA | 001 | CD31	B022-A-mouseWTA | 002 | CD31	B022-A-mouseWTA | 003 | CD31	B022-A-mouseWTA | 005 | CD31	B022-A-mouseWTA | 006 | CD31	B022-A-mouseWTA | 007 | CD31	B022-A-mouseWTA | 008 | CD31	B022-A-mouseWTA | 009 | CD31	B022-A-mouseWTA | 010 | CD31	B022-A-mouseWTA | 011 | CD31	B022-A-mouseWTA | 013 | CD31	B022-A-mouseWTA | 014 | CD31	B022-A-mouseWTA | 015 | CD31	B022-A-mouseWTA | 016 | CD31	B022-A-mouseWTA | 017 | CD31	B022-A-mouseWTA | 018 | CD31	B022-A-mouseWTA | 019 | CD31	B022-A-mouseWTA | 020 | CD31	B022-A-mouseWTA | 021 | CD31	B022-A-mouseWTA | 022 | CD31	B022-A-mouseWTA | 023 | CD31	B022-B-mouseWTA | 001 | CD31	B022-B-mouseWTA | 002 | CD31	B022-B-mouseWTA | 003 | CD31	B022-B-mouseWTA | 004 | CD31	B022-B-mouseWTA | 005 | CD31	B022-B-mouseWTA | 006 | CD31	B022-B-mouseWTA | 007 | CD31	B022-B-mouseWTA | 008 | CD31	B022-B-mouseWTA | 009 | CD31	B022-B-mouseWTA | 010 | CD31	B022-B-mouseWTA | 011 | CD31	B022-B-mouseWTA | 012 | CD31	B022-B-mouseWTA | 013 | CD31	B022-B-mouseWTA | 014 | CD31	B022-B-mouseWTA | 015 | CD31	B022-B-mouseWTA | 016 | CD31	B022-B-mouseWTA | 017 | CD31	B022-B-mouseWTA | 018 | CD31	B022-B-mouseWTA | 019 | CD31	B022-B-mouseWTA | 020 | CD31	B022-B-mouseWTA | 021 | CD31
Sumo2	102.1098686	45.42422328	66.00707446	53.75611206	41.82813894	65.20268717	95.18167839	62.28086864	76.45059008	93.03685315	70.73876438	78.57657979	72.8916833	36.90718142	47.97933584	59.46157006	47.671776	47.97933584	50.08831764	62.74220841	45.81581141	62.74220841	77.27441109	59.61929306	65.61276696	76.45059008	63.87781399	66.63796645	72.6959634	82.27225857	84.54319464	49.20957522	37.87842303	36.90718142	39.21388025	25.16398733	41.34971251	57.597571	43.82727793	48.81272381	51.7600715	42.01136608
Prpf38b	17.22335133	29.80964653	22.00235815	27.27922105	22.14430885	27.06526637	25.25228202	25.37368722	15.81736346	18.45359071	12.30239381	23.21580767	20.29894978	27.68038606	33.21646327	18.45359071	30.75598451	18.45359071	18.45359071	16.60823164	24.18056713	19.92987796	16.14689187	25.5511256	20.50398968	26.36227244	22.71211164	25.62998709	31.31518423	25.37368722	24.89088979	13.84019303	15.53986586	19.37627024	12.68684361	8.387995776	14.01105961	19.57199015	13.26351832	17.26303647	11.70227703	11.77888769
Acot7	8.611675664	8.517041865	6.387781399	9.62796037	4.920957522	11.07215442	6.798691314	9.226795354	3.954340866	6.151196903	4.613397677	3.571662718	6.458756748	9.226795354	11.07215442	12.30239381	4.613397677	3.690718142	2.636227244	9.226795354	7.635968569	8.85772354	2.306698839	4.258520933	4.100797935	5.272454488	8.517041865	9.739395096	8.947195495	5.38229729	6.866452357	13.07129342	2.913724849	4.613397677	8.073445935	10.06559493	8.885062193	21.80878902	14.41686774	5.952771196	13.95271493	14.52729481
Chrm1	6.151196903	10.64630233	2.129260466	8.023300308	4.920957522	4.920957522	9.712416162	11.53349419	5.272454488	6.151196903	9.226795354	4.762216957	2.768038606	15.37799226	7.381436283	8.20159587	4.613397677	3.690718142	15.81736346	9.226795354	12.72661428	9.595867168	8.073445935	14.19506978	14.35279277	10.54490898	14.19506978	7.176396387	5.591997184	9.226795354	4.720685995	13.07129342	9.712416162	9.226795354	14.99354245	13.42079324	9.910261677	5.591997184	9.803470064	5.357494077	19.80385344	14.52729481
Mtmr2	9.841915044	11.35605582	14.19506978	15.24427059	11.07215442	11.07215442	6.798691314	18.45359071	9.226795354	4.613397677	13.84019303	11.90554239	8.304115819	6.151196903	9.226795354	8.20159587	9.226795354	7.381436283	5.272454488	16.60823164	10.18129143	12.54844168	11.53349419	14.19506978	10.25199484	9.226795354	7.097534888	8.714195612	8.947195495	14.60909264	11.58713835	9.226795354	7.76993293	8.304115819	9.226795354	6.710396621	11.61892748	10.62479465	12.1101689	6.548048316	9.451839143	8.24522138
Il6st	14.76287257	21.29260466	19.1633442	10.4302904	17.22335133	17.22335133	8.741174546	25.37368722	11.8630226	6.920096516	12.30239381	18.45359071	11.99483396	15.37799226	5.536077212	10.25199484	12.30239381	7.381436283	18.45359071	11.07215442	27.99855142	11.07215442	10.38014477	17.03408373	12.30239381	23.7260452	8.517041865	19.47879019	14.53919268	9.226795354	18.02443744	14.99354245	16.51110748	19.37627024	17.30024129	15.0983924	17.42839122	15.65759212	16.14689187	33.3355187	18.45359071	12.17151728
Aldh18a1	8.611675664	9.226795354	10.64630233	16.04660062	11.07215442	14.76287257	13.59738263	11.53349419	14.49924984	19.22249032	9.226795354	10.71498815	13.84019303	15.37799226	22.14430885	10.25199484	3.075598451	3.690718142	13.18113622	3.690718142	8.272299283	8.85772354	8.073445935	15.61457675	18.45359071	15.81736346	9.936548843	18.45359071	10.06559493	16.91579148	13.73290471	5.766747096	4.856208081	5.536077212	8.073445935	15.0983924	5.46773058	8.947195495	10.95681948	4.762216957	8.101576408	6.674703022
Cdc42ep1	19.68383009	29.09989304	19.87309769	24.87223095	14.76287257	23.37454823	22.33855717	11.53349419	28.99849968	32.29378374	12.30239381	18.45359071	34.13914281	9.226795354	12.9175135	8.20159587	4.613397677	18.45359071	5.272454488	18.45359071	23.54423642	14.76287257	17.30024129	29.80964653	26.65518658	15.81736346	21.29260466	24.09218787	30.1967848	33.06268335	27.03665615	8.457895741	10.68365778	8.304115819	5.766747096	15.0983924	11.27719432	13.97999296	10.95681948	14.88192799	10.80210188	8.24522138
Relch	11.07215442	14.90482326	13.48531629	20.05825077	19.68383009	6.151196903	11.65489939	18.45359071	10.54490898	10.76459458	10.76459458	13.09609663	5.536077212	15.37799226	14.76287257	16.40319174	9.226795354	14.76287257	5.272454488	20.29894978	13.99927571	15.50101619	12.68684361	12.7755628	8.20159587	14.49924984	11.35605582	8.714195612	13.42079324	15.37799226	11.15798508	13.07129342	10.68365778	16.60823164	12.68684361	11.74319409	14.35279277	11.18399437	10.95681948	15.47720511	14.85289008	14.52729481
Abhd17a	24.60478761	13.48531629	26.26087908	13.63961052	24.60478761	20.91406947	12.62614101	16.14689187	17.13547709	9.995694967	9.226795354	16.07248223	20.29894978	12.30239381	18.45359071	20.50398968	12.30239381	22.14430885	15.81736346	29.52574513	17.18092928	15.50101619	18.45359071	12.7755628	20.50398968	21.08981795	9.936548843	15.890592	18.45359071	18.45359071	25.74919634	14.60909264	11.65489939	7.381436283	10.38014477	20.13118986	18.45359071	21.2495893	11.53349419	10.71498815	15.75306524	9.815739738
Irf9	14.76287257	10.64630233	14.90482326	8.023300308	17.22335133	14.76287257	11.65489939	2.306698839	13.18113622	13.84019303	13.84019303	13.09609663	9.226795354	18.45359071	12.9175135	22.55438864	12.30239381	11.07215442	13.18113622	16.60823164	10.81762214	13.28658531	9.226795354	18.45359071	10.25199484	19.77170433	21.29260466	8.714195612	15.0983924	8.457895741	11.15798508	8.457895741	11.65489939	14.76287257	16.14689187	18.45359071	17.42839122	10.62479465	12.68684361	12.50081951	11.70227703	6.282073433
Kansl2	12.30239381	9.936548843	9.936548843	6.418640246	11.07215442	13.53263319	10.68365778	6.920096516	9.226795354	7.688996128	10.76459458	16.07248223	6.458756748	3.075598451	7.381436283	8.20159587	6.151196903	11.07215442	7.908681732	5.536077212	9.544960711	8.85772354	8.073445935	15.61457675	18.45359071	11.8630226	12.7755628	15.37799226	12.30239381	10.76459458	13.30375144	11.14904439	8.741174546	6.458756748	10.38014477	8.387995776	10.93546116	10.62479465	10.95681948	11.31026527	13.05253977	27.87670086
Dhx15	33.21646327	22.71211164	27.68038606	25.67456099	27.06526637	15.99311195	32.05097334	27.68038606	34.27095417	39.21388025	26.14258684	38.09773566	24.91234746	18.45359071	25.83502699	22.55438864	26.14258684	14.76287257	28.99849968	25.83502699	25.45322856	22.88245248	40.36722967	35.48767444	22.55438864	31.63472693	26.97063257	24.09218787	31.31518423	43.05837832	31.75734215	16.91579148	29.13724849	17.53091117	19.60694013	18.45359071	16.40319174	17.89439099	17.876916	20.23942207	18.90367829	15.70518358
Vkorc1	8.611675664	11.35605582	4.258520933	8.023300308	4.920957522	13.53263319	10.68365778	9.226795354	7.908681732	13.07129342	9.226795354	9.524433914	12.9175135	9.226795354	7.381436283	28.70558555	9.226795354	11.07215442	18.45359071	7.381436283	17.18092928	11.81029805	10.38014477	12.7755628	14.35279277	14.49924984	7.097534888	12.30239381	8.387995776	6.151196903	9.44137199	11.14904439	13.59738263	6.458756748	12.68684361	25.16398733	10.93546116	11.74319409	10.38014477	13.69137375	16.6532404	7.459962201
Mn1	8.611675664	6.387781399	5.67802791	11.23262043	6.151196903	4.920957522	3.884966465	4.613397677	11.8630226	9.995694967	12.30239381	8.929156794	7.381436283	18.45359071	11.07215442	10.25199484	10.76459458	3.690718142	10.54490898	3.690718142	7.635968569	3.690718142	3.460048258	9.936548843	6.151196903	10.54490898	11.35605582	5.638597161	3.355198311	6.920096516	6.437299084	6.151196903	17.48234909	11.99483396	12.68684361	13.42079324	9.910261677	3.914398029	8.073445935	13.09609663	15.30297766	14.9199244
Nup153	14.76287257	11.35605582	9.936548843	8.825630339	8.611675664	7.381436283	7.76993293	13.84019303	11.8630226	13.07129342	9.226795354	11.90554239	8.304115819	9.226795354	9.226795354	4.100797935	6.151196903	18.45359071	10.54490898	7.381436283	8.272299283	8.119579912	10.38014477	9.936548843	16.40319174	3.954340866	7.097534888	7.688996128	11.74319409	8.457895741	6.437299084	12.30239381	10.68365778	11.07215442	12.68684361	16.77599155	11.61892748	7.828796058	13.26351832	18.45359071	12.15236461	8.63785097
Ccnb1ip1	9.841915044	5.67802791	9.936548843	12.83728049	11.07215442	14.76287257	10.68365778	11.53349419	5.272454488	12.30239381	15.37799226	11.90554239	12.9175135	6.151196903	9.226795354	10.25199484	7.688996128	3.690718142	13.18113622	11.07215442	8.272299283	14.02472894	18.45359071	5.67802791	16.40319174	6.59056811	14.19506978	7.688996128	10.06559493	9.995694967	9.012218718	11.14904439	6.798691314	4.613397677	18.45359071	10.06559493	9.226795354	8.387995776	9.803470064	10.11971103	8.551663987	11.3862581
Rhoc	76.27484159	58.19978608	89.42893959	64.98873249	54.13053274	60.28172965	115.5777523	53.05407329	69.86002197	44.59617754	115.3349419	67.26631452	99.64938982	58.43637058	57.2061312	77.91516077	44.59617754	47.97933584	71.17813559	88.5772354	59.17875641	73.0762192	55.36077212	66.71682795	67.66316593	68.54190834	44.0047163	68.68836541	66.54476649	42.28947871	73.81436283	19.22249032	29.13724849	47.97933584	44.98062735	33.55198311	68.34663225	73.81436283	50.17069974	36.90718142	21.60420376	14.9199244
Gtpbp10	11.07215442	15.61457675	16.32433024	20.8605808	13.53263319	13.53263319	17.48234909	2.306698839	11.8630226	18.45359071	12.30239381	14.88192799	13.84019303	9.226795354	18.45359071	14.35279277	13.84019303	22.14430885	10.54490898	7.381436283	10.81762214	10.3340108	20.76028955	12.7755628	10.25199484	13.18113622	14.19506978	6.151196903	11.18399437	6.920096516	9.012218718	6.920096516	9.712416162	12.9175135	5.766747096	10.06559493	8.20159587	8.947195495	5.766747096	7.143325435	8.551663987	4.318925485
Cpd	20.91406947	12.06580931	15.61457675	21.66291083	12.30239381	23.37454823	14.56862424	27.68038606	19.77170433	22.29808877	13.84019303	22.02525343	19.37627024	12.30239381	16.60823164	16.40319174	24.60478761	7.381436283	44.81586315	16.60823164	22.90790571	25.09688336	17.30024129	25.5511256	20.50398968	18.45359071	12.7755628	17.94099097	22.36798874	24.60478761	18.88274398	13.45574322	24.28104041	20.29894978	26.52703664	21.80878902	23.92132129	20.13118986	25.37368722	16.66775935	17.10332797	14.52729481
Cdc20	12.30239381	14.19506978	14.19506978	24.06990092	19.68383009	18.45359071	8.741174546	16.14689187	7.908681732	13.84019303	16.91579148	8.929156794	9.226795354	24.60478761	7.381436283	18.45359071	7.688996128	11.07215442	5.272454488	16.60823164	19.72625214	16.97730345	16.14689187	22.71211164	8.20159587	18.45359071	12.7755628	13.84019303	19.57199015	21.52918916	10.72883181	8.073445935	8.741174546	14.76287257	17.30024129	8.387995776	12.64412697	12.30239381	12.1101689	7.738602555	4.950963361	6.282073433
Grk2	8.611675664	9.936548843	8.517041865	14.44194055	11.07215442	14.76287257	5.827449697	4.613397677	11.8630226	12.30239381	15.37799226	12.50081951	5.536077212	9.226795354	9.226795354	8.20159587	7.688996128	3.690718142	23.7260452	14.76287257	17.81725999	16.23915982	10.38014477	8.517041865	12.30239381	9.226795354	18.45359071	12.81499355	13.42079324	16.14689187	14.16205799	14.60909264	11.65489939	11.07215442	13.84019303	10.06559493	13.32759329	15.0983924	12.1101689	10.71498815	10.80210188	18.45359071
Cdc37	13.53263319	13.48531629	14.19506978	22.46524086	14.76287257	12.30239381	7.76993293	9.226795354	10.54490898	12.30239381	16.91579148	10.11971103	12.9175135	18.45359071	9.226795354	16.40319174	12.30239381	11.07215442	21.08981795	9.226795354	17.18092928	11.07215442	23.06698839	11.35605582	8.20159587	14.49924984	19.87309769	14.86539251	11.74319409	12.30239381	15.87867107	13.07129342	12.62614101	15.6855521	10.38014477	18.45359071	16.40319174	13.97999296	13.84019303	17.26303647	18.45359071	17.27570194
Iqce	6.151196903	6.387781399	9.936548843	8.023300308	24.60478761	13.53263319	10.68365778	4.613397677	9.226795354	6.920096516	12.30239381	14.28665087	5.536077212	6.151196903	14.76287257	4.100797935	7.688996128	11.07215442	10.54490898	5.536077212	11.45395285	8.85772354	6.920096516	5.67802791	4.100797935	3.954340866	2.839013955	6.151196903	8.947195495	11.53349419	7.295605629	9.995694967	14.56862424	11.99483396	9.226795354	8.387995776	10.593728	7.828796058	12.68684361	9.524433914	16.20315282	11.77888769
Trappc1	30.75598451	28.39013955	22.00235815	21.66291083	13.53263319	19.68383009	21.36731556	23.06698839	18.45359071	29.21818529	16.91579148	19.04886783	23.98966792	27.68038606	22.14430885	22.55438864	19.99138993	14.76287257	15.81736346	25.83502699	29.27121285	34.69275053	32.29378374	36.90718142	41.00797935	25.04415882	24.13161862	27.16778632	26.84158648	40.75167948	23.1742767	16.53134168	7.76993293	20.29894978	19.60694013	10.06559493	16.40319174	18.45359071	17.30024129	11.90554239	16.6532404	9.815739738
Tmco1	11.07215442	7.097534888	9.936548843	12.03495046	9.841915044	7.381436283	7.76993293	11.53349419	3.954340866	3.075598451	4.613397677	7.738602555	5.536077212	3.075598451	3.690718142	10.25199484	6.151196903	7.381436283	10.54490898	7.381436283	8.272299283	9.595867168	6.920096516	8.517041865	6.151196903	7.908681732	4.258520933	6.151196903	6.710396621	10.76459458	10.29967853	8.457895741	19.42483232	11.99483396	6.920096516	11.74319409	6.151196903	12.86159352	12.68684361	10.11971103	11.70227703	8.63785097
Hpca	12.30239381	4.968274421	6.387781399	5.616310216	4.920957522	13.53263319	2.913724849	9.226795354	2.636227244	3.075598451	3.075598451	4.762216957	0.922679535	6.151196903	1.845359071	10.25199484	12.30239381	3.690718142	5.272454488	12.9175135	7.635968569	2.952574513	8.073445935	7.097534888	6.151196903	5.272454488	11.35605582	6.151196903	5.032797466	6.151196903	4.720685995	46.13397677	6.798691314	68.27828562	47.28732619	6.710396621	15.37799226	5.032797466	18.45359071	5.952771196	104.8704057	30.23247839
Cmc2	11.07215442	7.807288377	14.19506978	16.84893065	12.30239381	12.30239381	4.856208081	13.84019303	19.77170433	9.995694967	4.613397677	10.11971103	12.9175135	12.30239381	12.9175135	16.40319174	13.84019303	3.690718142	5.272454488	11.07215442	13.362945	6.643292655	11.53349419	14.19506978	22.55438864	13.18113622	15.61457675	10.25199484	13.42079324	9.995694967	12.87459817	11.14904439	12.62614101	12.9175135	20.76028955	11.74319409	9.910261677	10.62479465	15.57021716	9.524433914	14.85289008	12.95677645
Anapc4	9.841915044	10.64630233	6.387781399	13.63961052	15.99311195	14.76287257	10.68365778	13.84019303	10.54490898	6.920096516	7.688996128	5.952771196	10.14947489	12.30239381	14.76287257	18.45359071	12.30239381	3.690718142	5.272454488	11.07215442	13.362945	13.28658531	5.766747096	8.517041865	6.151196903	6.59056811	8.517041865	7.176396387	12.30239381	9.995694967	7.295605629	10.76459458	7.76993293	13.84019303	12.68684361	15.0983924	11.96066064	14.53919268	10.38014477	13.09609663	13.05253977	8.63785097
Slco2a1	8.611675664	19.1633442	29.80964653	26.47689102	33.21646327	30.75598451	13.59738263	11.53349419	21.08981795	46.90287638	9.226795354	14.28665087	23.06698839	27.68038606	20.29894978	20.50398968	12.30239381	3.690718142	10.54490898	18.45359071	20.99891356	11.07215442	35.753832	17.03408373	8.20159587	10.54490898	12.7755628	13.32759329	23.48638817	29.21818529	26.17834961	6.920096516	7.76993293	11.07215442	11.53349419	5.032797466	8.543329032	3.914398029	4.613397677	9.524433914	6.301226095	10.99362851
Mtfr1l	13.53263319	7.807288377	12.06580931	12.03495046	12.30239381	8.611675664	5.827449697	6.920096516	10.54490898	9.226795354	6.151196903	11.90554239	5.536077212	3.075598451	7.381436283	4.100797935	16.91579148	11.07215442	5.272454488	5.536077212	13.99927571	12.54844168	9.226795354	15.61457675	10.25199484	10.54490898	7.097534888	6.151196903	8.947195495	5.38229729	9.44137199	9.995694967	14.56862424	13.84019303	9.226795354	10.06559493	10.593728	11.18399437	13.26351832	13.69137375	16.20315282	9.815739738
Mast4	13.53263319	20.58285117	14.90482326	11.23262043	9.841915044	3.690718142	26.22352364	11.53349419	28.99849968	11.53349419	13.84019303	26.19219326	12.9175135	18.45359071	11.07215442	18.45359071	13.84019303	22.14430885	26.36227244	12.9175135	19.08992142	22.88245248	13.84019303	14.19506978	18.45359071	14.49924984	7.097534888	18.45359071	24.60478761	13.07129342	14.16205799	17.6846911	23.30979879	9.226795354	11.53349419	13.42079324	26.99691974	19.01279043	17.876916	20.23942207	16.6532404	16.49044276
Cetn2	12.30239381	7.097534888	9.936548843	15.24427059	14.76287257	13.53263319	9.712416162	20.76028955	7.908681732	8.457895741	16.91579148	11.31026527	9.226795354	3.075598451	11.07215442	12.30239381	12.30239381	22.14430885	18.45359071	7.381436283	8.908629997	11.81029805	13.84019303	11.35605582	10.25199484	19.77170433	8.517041865	6.151196903	9.506395213	9.226795354	10.72883181	12.30239381	13.59738263	11.07215442	11.53349419	21.80878902	13.32759329	11.74319409	10.95681948	11.31026527	12.60245219	8.24522138
Fbxo44	6.151196903	9.936548843	11.35605582	14.44194055	14.76287257	3.690718142	4.856208081	6.920096516	11.8630226	4.613397677	12.30239381	13.09609663	5.536077212	6.151196903	11.07215442	12.30239381	6.151196903	3.690718142	7.908681732	16.60823164	12.09028357	11.07215442	24.2203378	7.097534888	16.40319174	7.908681732	5.67802791	7.176396387	7.26959634	9.226795354	9.870525263	13.45574322	7.76993293	10.14947489	10.38014477	1.677599155	10.25199484	11.74319409	15.57021716	19.04886783	14.4028025	18.06096112
Edem2	11.07215442	4.968274421	9.226795354	12.03495046	12.30239381	12.30239381	16.51110748	11.53349419	7.908681732	13.84019303	6.151196903	11.90554239	3.690718142	12.30239381	5.536077212	6.151196903	7.688996128	14.76287257	18.45359071	16.60823164	10.81762214	14.02472894	11.53349419	11.35605582	10.25199484	14.49924984	11.35605582	14.35279277	6.151196903	6.920096516	8.583065446	10.38014477	8.741174546	13.84019303	19.60694013	13.42079324	11.61892748	11.18399437	10.95681948	12.50081951	8.101576408	11.3862581
Rbpms	19.68383009	17.74383722	18.45359071	26.47689102	13.53263319	9.841915044	22.33855717	20.76028955	23.7260452	17.6846911	21.52918916	23.81108478	29.52574513	15.37799226	14.76287257	12.30239381	15.37799226	3.690718142	15.81736346	12.9175135	16.54459857	19.92987796	16.14689187	11.35605582	16.40319174	11.8630226	8.517041865	19.99138993	19.01279043	20.76028955	22.74512343	16.14689187	27.19476525	11.99483396	16.14689187	11.74319409	20.50398968	21.2495893	13.26351832	34.52607294	13.05253977	13.34940604
Prrt2	15.99311195	14.19506978	12.7755628	12.03495046	11.07215442	7.381436283	9.712416162	16.14689187	2.636227244	12.30239381	10.76459458	5.952771196	7.381436283	12.30239381	12.9175135	18.45359071	9.226795354	18.45359071	21.08981795	20.29894978	13.99927571	10.3340108	8.073445935	4.258520933	12.30239381	10.54490898	12.7755628	5.638597161	8.947195495	4.613397677	8.583065446	25.75813703	15.53986586	17.53091117	20.76028955	18.45359071	11.27719432	10.06559493	18.45359071	12.50081951	18.45359071	28.66196004
Arrb2	14.76287257	14.90482326	12.06580931	5.616310216	18.45359071	13.53263319	17.48234909	9.226795354	14.49924984	15.37799226	18.45359071	15.47720511	9.226795354	18.45359071	11.07215442	14.35279277	16.91579148	14.76287257	5.272454488	11.07215442	13.99927571	17.71544708	11.53349419	15.61457675	4.100797935	19.77170433	14.19506978	10.76459458	12.86159352	12.30239381	14.16205799	7.304546322	10.68365778	18.45359071	10.38014477	20.13118986	12.30239381	7.828796058	13.26351832	9.524433914	10.3520143	10.20836933
Psmb5	25.83502699	19.1633442	31.22915351	21.66291083	20.91406947	34.44670266	20.39607394	9.226795354	26.36227244	21.52918916	35.36938219	18.45359071	23.98966792	9.226795354	35.06182235	28.70558555	30.75598451	11.07215442	26.36227244	11.07215442	33.72552785	22.14430885	31.14043432	41.16570235	14.35279277	27.68038606	29.80964653	26.65518658	23.48638817	18.45359071	24.89088979	27.29593626	21.36731556	23.06698839	18.45359071	30.1967848	27.3386529	30.75598451	19.60694013	17.26303647	21.60420376	28.26933045
Zdhhc3	23.37454823	11.35605582	12.06580931	20.05825077	13.53263319	4.920957522	8.741174546	18.45359071	11.8630226	8.457895741	6.151196903	12.50081951	14.76287257	12.30239381	7.381436283	18.45359071	6.151196903	7.381436283	5.272454488	7.381436283	19.72625214	17.71544708	10.38014477	8.517041865	4.100797935	7.908681732	14.19506978	16.91579148	15.0983924	20.76028955	15.4495178	15.37799226	13.59738263	11.99483396	17.30024129	13.42079324	14.35279277	11.18399437	11.53349419	16.66775935	13.50262735	13.34940604
Ak6	4.920957522	15.61457675	9.226795354	17.65126068	18.45359071	17.22335133	9.712416162	4.613397677	6.59056811	11.53349419	12.30239381	16.07248223	12.9175135	18.45359071	18.45359071	12.30239381	10.76459458	11.07215442	2.636227244	9.226795354	10.81762214	12.54844168	21.91363897	18.45359071	10.25199484	17.13547709	18.45359071	12.81499355	17.33519127	13.07129342	14.59121126	9.226795354	9.712416162	11.07215442	6.920096516	8.387995776	8.20159587	10.06559493	9.226795354	10.11971103	9.001751565	8.24522138
Vbp1	8.611675664	13.48531629	12.7755628	13.63961052	15.99311195	9.841915044	11.65489939	13.84019303	9.226795354	11.53349419	12.30239381	11.90554239	8.304115819	6.151196903	7.381436283	14.35279277	16.91579148	7.381436283	15.81736346	12.9175135	18.45359071	16.97730345	13.84019303	5.67802791	12.30239381	7.908681732	7.097534888	8.714195612	12.86159352	8.457895741	12.87459817	11.53349419	9.712416162	11.07215442	14.99354245	18.45359071	12.64412697	8.947195495	16.14689187	10.11971103	20.25394102	12.95677645
Setd3	25.83502699	17.03408373	13.48531629	17.65126068	25.83502699	18.45359071	23.30979879	11.53349419	17.13547709	12.30239381	13.84019303	22.62053055	27.68038606	18.45359071	22.14430885	22.55438864	27.68038606	25.83502699	18.45359071	14.76287257	20.99891356	19.19173434	25.37368722	12.7755628	10.25199484	27.68038606	12.7755628	21.52918916	16.21679183	14.60909264	21.02851034	23.45143819	28.16600687	31.3711042	16.14689187	25.16398733	24.60478761	21.80878902	25.37368722	29.76385598	27.45534227	27.48407127
Olfml2b	13.53263319	16.32433024	3.548767444	8.825630339	9.841915044	9.841915044	12.62614101	13.84019303	11.8630226	6.920096516	12.30239381	16.07248223	12.9175135	15.37799226	9.226795354	10.25199484	9.226795354	11.07215442	2.636227244	9.226795354	17.18092928	22.88245248	12.68684361	14.19506978	4.100797935	18.45359071	7.097534888	7.688996128	12.30239381	7.688996128	10.72883181	8.073445935	6.798691314	5.536077212	5.766747096	16.77599155	7.518129548	6.151196903	8.650120644	6.548048316	7.201401252	5.104184664
Epn2	9.841915044	10.64630233	9.936548843	10.4302904	12.30239381	9.841915044	9.712416162	9.226795354	6.59056811	10.76459458	10.76459458	10.71498815	9.226795354	6.151196903	11.07215442	2.050398968	9.226795354	7.381436283	7.908681732	3.690718142	13.362945	14.02472894	10.38014477	12.7755628	12.30239381	18.45359071	8.517041865	11.27719432	7.828796058	9.226795354	12.87459817	14.99354245	8.741174546	15.6855521	12.68684361	16.77599155	14.69452593	7.26959634	17.30024129	11.90554239	14.85289008	13.74203563
Macroh2a1	18.45359071	8.517041865	17.74383722	12.03495046	7.381436283	12.30239381	10.68365778	11.53349419	13.18113622	11.53349419	15.37799226	16.07248223	10.14947489	21.52918916	23.98966792	12.30239381	15.37799226	3.690718142	7.908681732	20.29894978	8.908629997	14.02472894	11.53349419	8.517041865	12.30239381	11.8630226	5.67802791	12.30239381	11.74319409	12.30239381	11.58713835	11.53349419	10.68365778	16.60823164	24.2203378	13.42079324	18.79532387	15.0983924	15.57021716	21.42997631	13.50262735	12.17151728
Micos10	41.82813894	38.32668839	44.0047163	34.50019132	50.4398146	47.97933584	28.16600687	25.37368722	23.7260452	21.52918916	32.29378374	25.59691614	32.29378374	24.60478761	31.3711042	22.55438864	41.52057909	29.52574513	28.99849968	31.3711042	37.54351213	38.38346867	53.05407329	36.90718142	43.05837832	47.45209039	18.45359071	35.88198193	28.51918564	26.91148645	40.34040759	32.29378374	32.05097334	36.90718142	33.44713316	31.87438395	34.17331613	36.3479817	24.2203378	32.14496446	28.80560501	28.66196004
Rnf114	23.37454823	22.00235815	46.13397677	17.65126068	30.75598451	28.29550575	27.19476525	20.76028955	11.8630226	13.84019303	18.45359071	14.88192799	22.14430885	27.68038606	20.29894978	18.45359071	26.14258684	22.14430885	26.36227244	23.98966792	17.81725999	28.7876015	27.68038606	15.61457675	14.35279277	15.81736346	26.97063257	23.57958813	14.53919268	19.22249032	17.59528416	14.60909264	14.56862424	17.53091117	19.60694013	10.06559493	25.28825393	19.01279043	22.49031368	15.47720511	12.15236461	19.63147948
Ccn1	27.06526637	34.77792095	53.23151166	62.5817424	24.60478761	15.99311195	40.79214788	16.14689187	28.99849968	23.835888	55.36077212	31.54968734	41.52057909	18.45359071	33.21646327	22.55438864	21.52918916	18.45359071	18.45359071	7.381436283	17.81725999	25.83502699	24.2203378	32.64866048	24.60478761	19.77170433	21.29260466	25.11738735	55.36077212	63.04976825	29.18242252	5.38229729	15.53986586	11.99483396	8.073445935	8.387995776	11.96066064	15.65759212	11.53349419	25.59691614	8.551663987	9.423110149
Lcn2	8.611675664	8.517041865	12.7755628	9.62796037	11.07215442	11.07215442	4.856208081	9.226795354	5.272454488	6.151196903	16.91579148	7.143325435	1.845359071	9.226795354	1.845359071	14.35279277	16.91579148	3.690718142	15.81736346	5.536077212	5.090645713	6.643292655	9.226795354	12.7755628	10.25199484	10.54490898	35.48767444	18.45359071	18.45359071	8.457895741	8.583065446	3.460048258	6.798691314	38.75254049	38.06053084	11.74319409	38.61584722	84.9983572	20.18361484	8.333879675	7.65148883	8.63785097
Hmgcs1	6.151196903	10.64630233	6.387781399	12.03495046	4.920957522	11.07215442	4.856208081	6.920096516	6.59056811	6.151196903	6.151196903	8.333879675	1.845359071	9.226795354	9.226795354	8.20159587	9.226795354	7.381436283	10.54490898	11.07215442	6.999637855	8.85772354	5.766747096	4.258520933	12.30239381	11.8630226	11.35605582	11.27719432	9.506395213	16.14689187	11.58713835	20.76028955	21.36731556	5.536077212	11.53349419	10.06559493	18.11185755	24.04558789	13.26351832	10.11971103	10.80210188	21.98725701
